1	6
2	10
2	4
2	29
2	15
3	8
3	6
3	12
3	35
4	2
4	27
4	13
4	35
4	24
4	20
4	29
5	19
6	21
6	19
7	4
7	24
8	3
8	6
9	29
9	20
10	2
11	18
11	24
11	30
11	33
11	20
11	34
11	14
12	33
12	35
12	3
12	26
13	18
13	16
13	30
13	20
13	29
13	4
13	2
14	2
14	7
14	29
14	11
14	9
14	15
14	33
15	29
15	14
15	34
16	36
16	19
16	35
16	13
18	27
18	13
18	11
18	29
19	30
19	16
19	5
19	35
19	33
19	24
20	29
20	11
20	4
20	24
20	13
20	33
20	21
20	26
20	22
20	34
21	9
21	20
21	19
21	6
22	34
22	11
22	20
23	24
23	29
24	4
24	30
24	5
24	19
24	21
24	20
24	11
24	29
24	7
26	21
26	35
27	18
27	4
27	24
28	2
29	23
29	7
29	2
29	18
29	27
29	4
29	13
29	24
29	11
29	20
29	9
29	34
29	14
29	15
29	33
29	21
30	13
30	19
30	35
30	11
30	24
31	16
31	19
33	24
33	35
33	20
33	34
33	14
33	11
33	29
34	15
34	14
34	29
34	24
34	11
34	33
34	20
35	33
35	4
35	30
35	16
35	19
35	12
35	26
36	16
